sampleid,locid,substrate,batid,species,year,repro,use,dfresh,dmarine,dforcore,elev,slope,aspect,bldg060,bldg090,bldg120,bldg150,bldg180,bldg210,bldg240,bldg270,bldg300,bldg330,bldg360,road060,road090,road120,road150,road180,road210,road240,road270,road300,road330,road360,ptcc060,ptcc090,ptcc120,ptcc150,ptcc180,ptcc210,ptcc240,ptcc270,ptcc300,ptcc330,ptcc360,pdev060,pdev090,pdev120,pdev150,pdev180,pdev210,pdev240,pdev270,pdev300,pdev330,pdev360,pfor060,pfor090,pfor120,pfor150,pfor180,pfor210,pfor240,pfor270,pfor300,pfor330,pfor360,pgra060,pgra090,pgra120,pgra150,pgra180,pgra210,pgra240,pgra270,pgra300,pgra330,pgra360,pwet060,pwet090,pwet120,pwet150,pwet180,pwet210,pwet240,pwet270,pwet300,pwet330,pwet360
1862,R022,Bldg,EPFU.364,EPFU,2016,1,0,446.322834,1887.540356,596.243641,13,0,0.54,4.420970643,5.894627523,4.19992211,3.536776513,3.536776512,3.753313851,3.868349312,3.886087775,3.819718635,3.624465187,3.512215565,346.3053936,153.9135083,107.6325059,96.36748677,322.6274977,258.435709,237.3372752,236.3216737,220.8080502,184.7676729,192.6444863,23.307692,23.814815,25.285714,26.701299,26.890909,28.194805,28.099502,NA,NA,NA,NA,0.333801,0.454038,0.512924,0.581103,0.596538,0.620557,0.657524,0.678439,0.698742,0.71946,0.731063,0.666199,0.545962,0.487076,0.418897,0.403462,0.379443,0.342476,0.321561,0.301258,0.28054,0.268937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015561,0.02536,0.038404,0.04618,0.037855,0.032075,0.031833
1863,R022,Bldg,EPFU.364,EPFU,2016,1,0,710.736675,2196.676005,1061.539635,15,0,0.54,3.536776514,2.750826177,3.315727981,3.536776513,4.027995472,3.897672076,3.757825046,3.97341559,3.890454165,3.799842535,3.905190733,155.4537198,69.09054211,170.7526326,199.9479085,191.5132629,160.0446116,125.0486526,112.7902307,151.5872732,151.1041603,148.4179103,58.5,58.892857,55,51.873418,51.107143,50.941558,51.527363,NA,NA,NA,NA,0.527729,0.527352,0.588989,0.643972,0.665833,0.675299,0.693412,0.717896,0.739986,0.755641,0.764446,0.472272,0.472648,0.411011,0.356028,0.334167,0.324701,0.306588,0.282104,0.260014,0.244359,0.235554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,R022,Bldg,EPFU.364,EPFU,2016,1,0,594.463652,822.749087,176.982031,10,0,0.54,3.536776514,4.715702018,5.30516477,4.385602876,4.617458224,4.619463202,4.586757042,5.152341094,5.057590414,4.939795295,4.887628654,180.0291538,283.2397128,347.9887474,255.1521206,236.3606695,228.967908,214.7915965,193.7793273,173.5406824,167.6993213,163.558789,38,36.310345,34.8,35.825,35.982609,36.071429,36.435644,NA,NA,NA,NA,1,1,1,0.986563,0.967854,0.952123,0.94643,0.948152,0.946236,0.950835,0.955703,0,0,0,0.013437,0.032146,0.047877,0.05357,0.051848,0.053764,0.049165,0.044297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,R022,Bldg,EPFU.364,EPFU,2016,1,0,234.367367,1589.349108,247.488748,19,0,0.54,7.073553028,4.32272685,4.420970642,3.678247573,3.92975168,3.608955626,3.868349312,4.017079497,3.92582193,4.033678998,3.954312629,290.6928533,235.4293342,162.6889602,151.0490514,147.6854983,136.4571773,162.3214267,151.012296,139.6738776,121.6866635,130.0329953,52.384615,54.535714,56.352941,56.9625,56.45045,56.548387,55.979798,NA,NA,NA,NA,1,1,0.997179,0.976378,0.954207,0.921871,0.880595,0.827759,0.77747,0.752388,0.741055,0,0,0.002821,0.023622,0.045793,0.078129,0.119405,0.17224,0.22253,0.246563,0.256055,0,0,0,0,0,0,0,0,0,0.001048,0.00289,0,0,0,0,0,0,0,0,0,0,0
1866,R022,Bldg,EPFU.364,EPFU,2016,1,0,287.054492,397.162675,312.114318,7,0,0.54,5.305164771,4.715702018,4.863067706,4.244131816,4.027995472,4.114209414,4.420970643,4.235399035,3.92582193,3.595235629,3.389410825,323.4953613,191.4383666,291.2011235,197.7649401,147.3104396,164.6734348,162.9385769,158.4028824,145.5476998,139.3206625,129.0892983,46,43.821429,43.384615,42.807692,45.172414,44.103896,44.236453,NA,NA,NA,NA,0.826438,0.790978,0.756742,0.719472,0.70789,0.704917,0.700336,0.705639,0.708976,0.694565,0.664713,0.173562,0.209022,0.243258,0.276371,0.27329,0.259817,0.246352,0.237694,0.235402,0.244513,0.262985,0,0,0,0.004157,0.018819,0.035267,0.053313,0.056667,0.047319,0.039788,0.034014,0,0,0,0,0,0,0,0.002054,0.014253,0.034307,0.063753
1867,R022,Bldg,EPFU.364,EPFU,2016,1,0,1104.872885,1717.351633,827.227237,19,0,0.54,3.536776514,3.143801346,3.094679449,2.82942121,2.750826176,3.103701839,2.928893051,3.143801346,3.147731097,3.186021817,3.168362293,141.0471625,124.9600119,157.7822864,175.3623952,190.3894517,170.8181257,177.9396629,140.5943016,129.0271103,113.1410847,100.6585507,49.923077,49.965517,48.102041,47.825,46.669565,45.794872,46.460396,NA,NA,NA,NA,0.614461,0.599479,0.594412,0.668233,0.675912,0.669886,0.666614,0.658675,0.658441,0.658537,0.658172,0.385539,0.400521,0.405588,0.331767,0.318186,0.314665,0.29495,0.272543,0.258868,0.255548,0.258313,0,0,0,0,0.005902,0.015449,0.038436,0.068782,0.082691,0.085915,0.083515,0,0,0,0,0,0,0,0,0,0.000998,0.004449
1868,R022,Bldg,EPFU.364,EPFU,2016,1,0,173.041765,1618.095612,543.539438,14,0,0.54,5.305164771,5.894627523,5.084116238,4.385602876,4.224483056,3.825492964,3.702562913,3.798759959,3.572144279,3.536776513,3.413971773,271.5923611,200.4135906,164.4800989,153.0195179,165.7836911,140.1194168,147.6455266,134.9030482,124.5973532,114.0782079,127.6571136,53.666667,47.346154,45.94,45.381579,44.763636,44.618421,42.79798,NA,NA,NA,NA,0.205453,0.32485,0.454246,0.543707,0.579532,0.606069,0.626831,0.641097,0.663059,0.670848,0.676466,0.794547,0.67515,0.545754,0.456293,0.420468,0.392502,0.363735,0.335024,0.287896,0.258613,0.239753,0,0,0,0,0,0.001428,0.009434,0.023879,0.049045,0.07054,0.083782,0,0,0,0,0,0,0,0,0,0,0
1869,R022,Bldg,EPFU.364,EPFU,2016,1,0,275.983842,865.926908,217.704374,7,0,0.54,5.305164771,4.715702018,4.642019174,4.810016058,4.617458224,4.763821427,4.91832984,4.977685464,4.986854884,4.939795295,4.69114107,278.5656433,290.4284794,341.1354812,320.0848953,255.727715,243.8801492,208.730075,218.6665044,196.573307,169.5475929,149.9784622,28.785714,31.607143,34.72,39,41.655172,43.173077,42.840796,NA,NA,NA,NA,1,1,1,1,0.997818,0.991634,0.989394,0.983154,0.96552,0.94716,0.931382,0,0,0,0,0,0,0,0.000176,0.00306,0.013488,0.028495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002182,0.008366,0.010606,0.016847,0.03341,0.045884,0.049658
1870,R022,Bldg,EPFU.364,EPFU,2016,1,0,1025.425203,1937.657146,1087.961745,18,0,0.54,4.420970643,4.715702018,4.642019174,5.234429239,5.403408561,4.836000539,5.084116239,5.021349372,4.951487119,4.764417947,4.494653486,478.6472475,356.2782101,315.2500462,253.5477062,193.7951358,197.4065669,159.9548505,139.5240707,139.6842685,153.18073,147.3567873,33.857143,38.535714,40.877551,40.531646,41.991304,42.448718,43.119403,NA,NA,NA,NA,1,1,1,1,0.996299,0.989054,0.973973,0.95165,0.922284,0.89052,0.858578,0,0,0,0,0.003701,0.010946,0.026027,0.04835,0.077716,0.10948,0.141067,0,0,0,0,0,0,0,0,0,0,0.000355,0,0,0,0,0,0,0,0,0,0,0
1871,R022,Bldg,EPFU.364,EPFU,2016,1,0,366.010784,1210.251072,69.300696,12,0,0.54,4.420970643,5.501652355,5.084116238,4.951487118,4.813945808,4.836000539,4.586757042,4.803029834,4.385602877,4.033678998,3.978873577,343.0619365,173.3779118,203.8011938,209.7361152,153.4575454,145.0804574,143.3933878,148.7082194,128.3066997,138.6470761,132.3181454,44.857143,47.357143,46.1,47.8375,46.991379,45.858974,45.597015,NA,NA,NA,NA,0.532122,0.598299,0.628432,0.666114,0.667774,0.669943,0.663088,0.643298,0.620332,0.619988,0.619464,0.441043,0.331129,0.257199,0.192626,0.174577,0.175592,0.193524,0.232,0.266958,0.276436,0.281564,0.026835,0.070572,0.11437,0.141259,0.157649,0.154465,0.143388,0.124703,0.11271,0.103577,0.098972,0,0,0,0,0,0,0,0,0,0,0.002175
1872,R022,Bldg,EPFU.364,EPFU,2016,1,0,290.243493,1346.027267,152.545422,12,0,0.54,6.1893589,7.073553027,5.526213302,5.3759003,5.010433392,5.052537877,4.531494909,4.366390758,4.138028521,4.092138114,3.929751681,460.1490447,204.5106865,217.3580383,193.9990544,170.9374785,145.0064416,163.8178253,140.1800672,121.4054353,116.7200604,108.9345046,44.769231,47.555556,46.72549,47.089744,48.303571,48.870968,49.631841,NA,NA,NA,NA,0.942711,0.881057,0.868381,0.808004,0.771541,0.726329,0.696695,0.677318,0.646734,0.620406,0.589334,0.057289,0.118943,0.131619,0.191996,0.228459,0.273671,0.299479,0.293806,0.299249,0.306762,0.32243,0,0,0,0,0,0,0.000046,0.005954,0.018046,0.035864,0.053062,0,0,0,0.018389,0.030721,0.063366,0.099281,0.126068,0.133331,0.128195,0.119776
1873,R022,Bldg,EPFU.364,EPFU,2016,1,0,447.239108,1981.513038,633.13397,16,0,0.54,5.305164771,3.929751682,3.757825045,4.102660755,4.126239264,4.258567639,4.36570851,4.32272685,4.350235112,4.384433694,4.396409693,317.5314825,285.0813774,228.1105727,186.6272733,193.4566719,161.3922462,169.5198071,190.0254067,161.1416338,135.6387455,119.0412892,44.166667,44,46.54,49.532468,49.27027,49.129032,49.62,NA,NA,NA,NA,0.556604,0.558351,0.550575,0.556676,0.587618,0.616625,0.672439,0.727907,0.776025,0.805771,0.826608,0.443396,0.441649,0.449425,0.443324,0.412382,0.383375,0.327561,0.272093,0.223975,0.194229,0.173392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,R022,Bldg,EPFU.364,EPFU,2016,1,0,477.504951,2175.761488,740.706054,15,0,0.54,6.1893589,3.929751682,3.757825045,2.82942121,3.045557552,2.959343614,3.536776514,3.929751682,3.890454165,3.916760766,3.806946941,46.06917978,250.8172602,236.9943494,486.3315536,401.8904433,375.4516742,297.5507495,246.2203931,231.9527179,206.7796697,185.0498358,37.538462,42.448276,44.431373,48.113924,48.678571,48.233766,47.871287,NA,NA,NA,NA,1,0.960813,0.932601,0.90404,0.871095,0.844865,0.810211,0.762173,0.732901,0.705794,0.696916,0,0.039187,0.067399,0.09596,0.128905,0.155135,0.189789,0.237827,0.267099,0.294206,0.303084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002105,0.009601
1875,R022,Bldg,EPFU.364,EPFU,2016,1,0,777.172223,515.428453,542.627955,11,0,0.54,6.1893589,6.287602691,5.968310366,5.234429239,5.108677184,4.908179652,4.863067707,4.672038111,4.703912763,4.676729273,4.740262966,207.5375837,147.5053127,127.779888,166.6502884,156.1866095,114.7493458,138.9915701,170.1032333,160.6430442,140.614999,153.865828,39.857143,39.785714,40.24,42.9,42.061404,40.290323,39.245,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0.995698,0.985383,0,0,0,0,0,0,0,0,0,0.004302,0.014617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001004,0.004642
1876,R022,Bldg,EPFU.364,EPFU,2016,1,0,292.585916,769.213099,157.222234,10,29.21,-0.04,7.073553028,4.715702018,3.978873577,3.819718634,3.143801344,2.814985388,3.039417317,3.187465253,3.218466627,3.332169607,3.168362293,0,54.95613344,123.4285462,140.4261935,159.1197478,116.9043046,102.6488355,117.8465339,129.0313986,128.7385408,127.2701848,55.727273,60.296296,59.042553,58.666667,60.693694,60.768707,60.778894,NA,NA,NA,NA,0.164251,0.256013,0.341252,0.432249,0.478027,0.497805,0.507703,0.491887,0.486721,0.485271,0.501658,0.627186,0.581498,0.556708,0.506022,0.477706,0.454278,0.432163,0.422364,0.402673,0.383848,0.36372,0.208562,0.162489,0.102041,0.061728,0.044248,0.033557,0.034046,0.054117,0.072599,0.082078,0.082664,0.572168,0.487974,0.379094,0.250494,0.18586,0.155299,0.132688,0.114635,0.104375,0.1052,0.101164
1877,R022,Bldg,EPFU.364,EPFU,2016,1,0,44.333434,755.416996,697.702326,6,26.57,-0.6,0.884194129,1.571900673,1.326291192,1.414710605,1.375413088,1.515761363,1.768388257,1.61556458,1.626917196,2.046069057,2.308729113,102.0314189,45.3472973,88.04129168,56.34642667,99.11706103,77.50612339,90.81034457,140.8793168,131.2351122,122.277405,110.5724977,55.818182,49.777778,48.914894,48.413333,49.80531,49.993333,50.645,NA,NA,NA,NA,0.359157,0.35758,0.411944,0.505864,0.527427,0.513901,0.471425,0.4303,0.433088,0.456805,0.483344,0.364664,0.381269,0.39885,0.344442,0.34645,0.383734,0.442685,0.491675,0.495972,0.480798,0.463326,0,0,0,0,0,0,0,0,0,0,0,0.361107,0.35982,0.345329,0.306495,0.305095,0.287644,0.256099,0.224945,0.194364,0.167115,0.142214
1878,R022,Bldg,EPFU.364,EPFU,2016,1,0,469.600075,851.793398,142.570918,14,0,0.54,3.536776514,3.143801346,2.652582385,2.263536968,1.670144464,1.587940476,1.381553326,1.702892396,1.803756022,2.046069057,2.063119633,0,100.9000801,56.75629508,36.32402885,44.48236657,81.11386727,69.83874457,70.78458192,111.2239673,145.3460367,152.6355853,65.285714,66.714286,67.04,66.531646,67.410714,67.858065,67.351759,NA,NA,NA,NA,0,0,0,0.003074,0.018703,0.047121,0.093216,0.147268,0.206874,0.267878,0.3037,0.988058,0.966195,0.928303,0.866753,0.812127,0.763418,0.729119,0.707765,0.674272,0.629531,0.607864,0,0.002556,0.018981,0.073592,0.104922,0.126186,0.123468,0.098814,0.078864,0.066313,0.056689,0.158575,0.176653,0.20619,0.244307,0.252774,0.246154,0.223826,0.211056,0.194075,0.184408,0.175771
1879,R022,Bldg,EPFU.364,EPFU,2016,1,0,241.987321,1862.959801,555.596673,14,0,0.54,6.1893589,3.929751682,5.526213302,4.668544997,4.813945808,4.042030301,4.034135711,3.929751682,3.784350869,3.829072092,3.782385993,483.3445105,327.6989682,218.866294,208.940261,157.4590681,137.8074126,125.4653812,115.44936,140.1474616,124.0637018,150.2247014,49.666667,54.076923,52.714286,50.443038,49.801802,48.557692,48.156566,NA,NA,NA,NA,0.933192,0.865291,0.804014,0.748228,0.711109,0.687554,0.678873,0.685199,0.697727,0.698414,0.710534,0.066808,0.134709,0.195986,0.251771,0.28889,0.312446,0.321127,0.314801,0.301029,0.292691,0.278426,0,0,0,0,0,0,0,0,0.001245,0.008895,0.01104,0,0,0,0,0,0,0,0,0,0.001848,0.003847
1880,R022,Bldg,EPFU.364,EPFU,2016,1,0,788.03062,1663.196264,581.628774,16,0,0.54,2.652582386,1.964875841,2.652582385,2.263536968,2.161363424,2.093194263,2.044698922,2.052203656,2.192801438,2.192216847,2.259607217,455.5310754,202.4582557,169.4145841,174.9845519,138.048594,136.3243911,154.3488468,129.9008802,128.7994017,124.9270701,111.951827,54.384615,52.689655,54.588235,56.443038,59.699115,60.823529,61.544554,NA,NA,NA,NA,0.626246,0.56381,0.54699,0.554199,0.570975,0.571686,0.578697,0.574532,0.580819,0.581571,0.5825,0.373754,0.43619,0.45301,0.445801,0.429025,0.428314,0.421303,0.425468,0.419181,0.418429,0.417097,0,0,0,0,0,0,0,0,0,0,0.000404,0.180137,0.161402,0.198772,0.196134,0.186539,0.17806,0.150506,0.132947,0.114776,0.100796,0.086168
1881,R022,Bldg,EPFU.364,EPFU,2016,1,0,728.393584,659.35115,361.102037,12,0,0.54,3.536776514,3.929751682,4.420970642,4.668544997,4.715702016,4.619463202,4.752543441,4.890357649,4.845383823,4.881336179,5.157799082,332.4095297,302.9755422,314.6537875,222.3486643,175.7269769,151.465344,164.1541886,178.9693899,168.0385798,166.2325549,159.0814847,20.916667,28.233333,33.019231,34.74359,36.094828,38.065789,38.009804,NA,NA,NA,NA,1,1,1,1,1,0.99798,0.993141,0.987709,0.983239,0.981557,0.979756,0,0,0,0,0,0.00202,0.006859,0.012291,0.016762,0.018443,0.020244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,R022,Bldg,EPFU.364,EPFU,2016,1,0,304.454336,1489.265129,420.408651,15,0,0.54,5.305164771,4.715702018,4.420970642,3.678247573,3.242045136,3.175880951,3.370990115,3.536776514,3.678247574,3.478317397,3.438532721,351.3684439,156.1637528,433.1681829,361.2212684,256.1193626,193.6157386,170.9113022,146.1110766,144.3593683,151.9645307,141.6613647,33.230769,32.071429,31.403846,31.594937,30.026549,29.895425,31.149254,NA,NA,NA,NA,0.878045,0.779731,0.762463,0.774576,0.796279,0.816139,0.812392,0.792645,0.784792,0.778169,0.78163,0.121955,0.220269,0.237537,0.225424,0.203721,0.183861,0.187608,0.207355,0.215208,0.218583,0.209652,0,0,0,0,0,0,0,0,0,0,0,0.087892,0.135061,0.129082,0.098086,0.070796,0.053691,0.040609,0.031621,0.025237,0.024468,0.026858
1883,R022,Bldg,EPFU.364,EPFU,2016,1,0,510.856257,1370.43113,382.809659,11,0,0.54,3.536776514,2.750826177,2.431533853,2.68795015,2.554338592,2.454089826,2.486795986,2.838153993,2.935524506,2.952185354,2.996435657,459.645162,204.2867387,165.0367861,105.6235431,84.93723,62.40286288,61.30637954,68.38830409,94.60077112,110.6228576,98.92882617,40.769231,42.689655,43.019608,45.410256,47.176991,49.616883,52.069307,NA,NA,NA,NA,0.58776,0.532675,0.515618,0.497272,0.486066,0.47537,0.480348,0.507693,0.551119,0.592704,0.624602,0.182529,0.229037,0.275198,0.331967,0.39004,0.43067,0.448586,0.436971,0.404717,0.370161,0.343652,0.229711,0.238288,0.209184,0.170761,0.123894,0.09396,0.071066,0.055336,0.044164,0.037135,0.031746,0.006477,0.037767,0.06145,0.051564,0.053195,0.04698,0.035533,0.027668,0.022082,0.018568,0.015873
1884,R022,Bldg,EPFU.364,EPFU,2016,1,0,314.541895,1148.749584,302.63801,15,0,0.54,6.1893589,5.501652355,4.420970642,4.668544997,4.322726848,3.897672076,4.034135711,4.017079497,4.031925225,3.829072092,3.585898409,349.8485599,369.1026566,280.2196299,198.3300166,154.5625427,160.2550575,144.5450301,132.2623128,127.7581112,133.1473758,121.9968942,47.769231,47.034483,49.411765,49.333333,48.785714,49.948718,50.589109,NA,NA,NA,NA,1,0.97624,0.923343,0.881865,0.853847,0.836481,0.819571,0.796439,0.76951,0.738987,0.704988,0,0.02376,0.076657,0.118135,0.146153,0.163519,0.179529,0.19346,0.216426,0.242222,0.269984,0,0,0,0,0,0,0.0009,0.0101,0.014063,0.018791,0.025028,0,0,0,0,0,0,0,0,0,0,0
1885,R022,Bldg,EPFU.364,EPFU,2016,1,0,114.025025,1081.625729,389.364733,14,10.02,0.37,9.726135414,7.466528196,6.41040743,5.234429239,4.519214432,4.114209414,3.813087179,3.580440421,3.395305453,3.244480933,3.266606085,432.409948,268.4683133,182.385017,193.3150124,141.252113,126.31863,152.5730978,136.7998711,134.0938302,138.5003998,129.9461254,63.076923,62.655172,62.039216,60.294872,57.318584,54.993506,52.283582,NA,NA,NA,NA,0.991831,0.921199,0.879008,0.888061,0.871641,0.839293,0.786337,0.735227,0.719529,0.71993,0.713719,0.008169,0.078801,0.120992,0.111939,0.128359,0.160707,0.213663,0.26019,0.267726,0.255536,0.250522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002545,0.019546,0.030501,0.053521,0.060679,0.064599,0.069747
1886,R022,Bldg,EPFU.364,EPFU,2016,1,0,873.039305,2230.636681,1136.608117,18,0,0.54,3.536776514,3.536776514,2.652582385,2.546479089,2.4560948,2.309731601,2.265747454,2.750826177,2.75868568,2.893726238,2.971874709,307.2523849,136.5566155,76.81309621,49.16038157,181.3643446,162.4807917,170.8346254,144.8084933,129.0439995,122.0204806,118.8875353,62.692308,63.172414,62.352941,62.936709,61.415929,58.935065,55.890547,NA,NA,NA,NA,0.288465,0.328597,0.377145,0.45427,0.50052,0.540514,0.577745,0.623208,0.659773,0.68284,0.706113,0.711535,0.671403,0.622855,0.54573,0.49948,0.459486,0.422255,0.376792,0.340227,0.31716,0.293887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000029
1887,R022,Bldg,EPFU.364,EPFU,2016,1,0,458.196895,1492.725002,422.765915,14,0,0.54,4.420970643,3.929751682,3.315727981,3.678247573,3.733264096,3.464597401,3.205203716,3.231129161,3.076995567,3.039874028,3.020996605,459.645162,204.2867387,128.8035362,123.7424736,139.8907642,144.7559251,133.6364185,124.0497436,120.0550127,105.7656866,118.9038254,39.615385,42.896552,43.98,43.259259,42.215517,43.37013,45.393035,NA,NA,NA,NA,0.365752,0.466482,0.560739,0.657354,0.715306,0.726209,0.720137,0.719635,0.72009,0.721714,0.728894,0.537317,0.392907,0.317727,0.241956,0.202746,0.19922,0.210608,0.225029,0.235746,0.241151,0.23936,0.096932,0.140612,0.121533,0.10069,0.081948,0.074571,0.069255,0.055336,0.044164,0.037135,0.031746,0,0,0,0,0.00138,0.007634,0.015926,0.018969,0.018869,0.018568,0.015873
1888,R022,Bldg,EPFU.364,EPFU,2016,1,0,129.818513,1257.751101,294.219876,13,0,0.54,6.1893589,6.287602691,5.747261834,5.51737136,4.9121896,4.691642314,4.310446377,4.410054665,4.208764051,4.472122368,4.519214434,342.9697132,377.1680389,297.6579507,196.5230254,163.3859798,154.7622715,174.6242305,137.9747007,140.9409639,146.1600032,154.9029498,42.428571,44.392857,45.66,45.746835,46.166667,46.612903,47.059406,NA,NA,NA,NA,1,1,0.998216,0.98595,0.955108,0.920189,0.881791,0.837413,0.814971,0.793517,0.782955,0,0,0.001784,0.01405,0.044892,0.079811,0.118209,0.16084,0.178692,0.194164,0.202197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001747,0.006337,0.012319,0.014848
1889,R022,Bldg,EPFU.364,EPFU,2016,1,0,143.872804,1925.430019,516.149325,13,0,0.54,4.420970643,3.929751682,3.978873577,3.678247573,3.733264096,3.536776514,3.205203716,3.405784791,3.642879809,3.449087839,3.512215565,332.2061303,488.2056691,274.6156888,242.474863,183.7344879,141.4848425,135.1895619,227.4215729,191.1438479,170.9688611,149.0389572,51.25,49.423077,50.166667,48.342105,45.361111,44.039474,43.515152,NA,NA,NA,NA,0.976505,0.863894,0.811173,0.775559,0.761167,0.756629,0.746315,0.742215,0.73373,0.72414,0.711671,0.023495,0.136106,0.188827,0.224441,0.238833,0.243371,0.253685,0.257785,0.264198,0.267983,0.274956,0,0,0,0,0,0,0,0,0.002071,0.007878,0.013373,0,0,0,0,0,0,0,0,0,0.000192,0.00174
1890,R022,Bldg,EPFU.364,EPFU,2016,1,0,229.428367,1259.46059,292.478332,12,0,0.54,5.305164771,4.32272685,4.19992211,4.810016058,4.126239264,4.258567639,4.144659977,4.191735128,4.314867346,4.209056346,4.396409693,401.9047449,351.8420435,197.9111495,148.5386532,201.3997934,152.0467085,156.0142821,131.5257573,130.6089409,123.1439555,128.2957861,41.272727,38.5,40.326531,40.858974,39.982143,39.921569,39.994975,NA,NA,NA,NA,1,1,1,0.977491,0.96348,0.94567,0.910291,0.884846,0.832954,0.82531,0.817834,0,0,0,0.022509,0.03652,0.05433,0.089709,0.115154,0.167046,0.174691,0.182166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,R022,Bldg,EPFU.364,EPFU,2016,1,0,330.011504,980.300995,362.260345,12,26.57,1,6.1893589,5.108677186,4.863067706,4.385602876,5.108677184,4.908179652,5.249902638,5.065013279,5.057590414,5.115172643,5.05955529,389.7722282,347.4400712,266.8128273,303.2283638,228.2631809,217.8530656,270.9442223,236.6930214,211.6211983,190.6121516,188.7119169,16.461538,18.931034,21.686275,25.753086,28.853448,31.123377,33.669951,NA,NA,NA,NA,1,1,1,1,0.999869,0.997393,0.992593,0.983514,0.974178,0.966647,0.959235,0,0,0,0,0.000131,0.002607,0.007407,0.016486,0.025822,0.033353,0.040571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194
1892,R022,Bldg,EPFU.364,EPFU,2016,1,0,385.0023,148.795595,696.693025,5,0,0.54,2.652582386,2.750826177,2.431533853,2.546479089,2.750826176,2.309731601,2.099961055,2.270523194,2.122065908,2.133757731,2.161363425,290.1955427,128.9757967,72.54888565,72.6129095,92.34620238,75.52461663,67.66500989,66.07495512,69.58793047,80.88501083,77.40645105,38.615385,36.206897,35.74,32.962963,28.982759,26.863636,26.059701,NA,NA,NA,NA,0.784521,0.750561,0.70442,0.628257,0.584325,0.584922,0.593328,0.587746,0.576568,0.554382,0.52714,0,0.014766,0.041514,0.087742,0.105408,0.100277,0.098417,0.109287,0.13012,0.156941,0.182416,0.215478,0.195195,0.155239,0.113081,0.096249,0.083243,0.068224,0.056809,0.055715,0.054726,0.058422,0,0.039478,0.098827,0.170921,0.214017,0.231558,0.240031,0.246158,0.237597,0.233952,0.232023
